;Name;Platform;Year_of_Release;Genre;Publisher;NA_players;EU_players;JP_players;Other_players;Global_players;Critic_Score;Critic_Count;User_Score;User_Count;Developer;Rating;console;alcohol_reference;animated_blood;blood;blood_and_gore;cartoon_violence;crude_humor;drug_reference;fantasy_violence;intense_violence;language;lyrics;mature_humor;mild_blood;mild_cartoon_violence;mild_fantasy_violence;mild_language;mild_lyrics;mild_suggestive_themes;mild_violence;no_descriptors;nudity;partial_nudity;sexual_content;sexual_themes;simulated_gambling;strong_janguage;strong_sexual_content;suggestive_themes;use_of_alcohol;use_of_drugs_and_alcohol;violence;esrb_rating
512;Resonance of Fate;PS3;2010;Role-Playing;Sega;0.2;0.21;0.24;0.08;0.73;72.0;42.0;8.0;136.0;Tri-Ace;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
514;Harvest Moon: Animal Parade;Wii;2008;Simulation;Rising Star Games;0.58;0.08;0.02;0.05;0.73;76.0;10.0;8.9;20.0;Natsume;E;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
515;Final Fantasy XIII-2;PS3;2011;Role-Playing;Square Enix;0.78;0.73;0.89;0.23;2.63;79.0;53.0;6.6;707.0;Square Enix;T;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
516;Persona 4: Arena;PS3;2012;Fighting;Atlus;0.3;0.11;0.24;0.07;0.73;86.0;47.0;7.7;180.0;Arc System Works;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
517;Brink;X360;2011;Shooter;Bethesda Softworks;0.59;0.35;0.01;0.09;1.03;68.0;85.0;5.8;404.0;Splash Damage;T;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
518;Full Spectrum Warrior;XB;2004;Strategy;THQ;0.54;0.16;0.0;0.03;0.73;84.0;67.0;8.7;27.0;Pandemic Studios;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
519;LEGO Marvel's Avengers;PS4;2016;Action;Warner Bros. Interactive Entertainment;0.26;0.35;0.0;0.12;0.73;71.0;70.0;7.0;87.0;TT Games;E10+;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
520;Katamari Damacy;PS2;2004;Puzzle;Namco Bandai Games;0.47;0.02;0.17;0.08;0.73;86.0;55.0;9.0;86.0;Namco;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
521;Rabbids Go Home;Wii;2009;Platform;Ubisoft;0.25;0.74;0.0;0.14;1.12;78.0;50.0;8.3;32.0;Ubisoft Montpellier;E10+;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;T
523;Star Ocean: The Last Hope International;PS3;2010;Role-Playing;Square Enix;0.28;0.15;0.22;0.07;0.72;74.0;45.0;6.7;155.0;Square Enix, Tri-Ace;T;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;T
525;Persona Q: Shadow of the Labyrinth;3DS;2014;Role-Playing;Nippon Ichi Software;0.34;0.07;0.27;0.04;0.72;83.0;56.0;8.1;169.0;Atlus;M;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
527;Madden NFL 2003;PS2;2002;Sports;Electronic Arts;3.36;0.21;0.01;0.56;4.14;95.0;25.0;7.7;65.0;EA Sports;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
528;Skate;X360;2007;Sports;Electronic Arts;0.62;0.03;0.0;0.06;0.71;86.0;59.0;8.4;137.0;EA Black Box;T;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
530;Crysis;PC;2007;Shooter;Electronic Arts;0.0;0.69;0.0;0.02;0.71;91.0;56.0;8.0;1970.0;Crytek;M;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
533;Doom 3: Resurrection of Evil;XB;2005;Shooter;Activision;0.53;0.15;0.0;0.03;0.71;77.0;41.0;7.9;16.0;id Software, Nerve Software;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
534;Ace Attorney Investigations: Miles Edgeworth;DS;2009;Adventure;Capcom;0.23;0.14;0.3;0.04;0.7;78.0;51.0;8.4;79.0;Capcom;T;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;T
535;Catherine;PS3;2011;Adventure;Deep Silver;0.3;0.14;0.2;0.06;0.7;79.0;61.0;8.1;372.0;Atlus;M;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;M
536;Madden NFL 2005;PS2;2004;Sports;Electronic Arts;4.18;0.26;0.01;0.08;4.53;91.0;30.0;7.9;78.0;EA Tiburon;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
537;Infinite Undiscovery;X360;2008;Role-Playing;Square Enix;0.34;0.18;0.12;0.06;0.7;68.0;60.0;7.0;158.0;Tri-Ace;T;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
538;Mafia;PS2;2004;Action;Illusion Softworks;0.34;0.27;0.0;0.09;0.7;65.0;30.0;7.6;62.0;Illusion Softworks;M;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;M
539;Classic NES Series: Zelda II: The Adventure of Link;GBA;2004;Adventure;Nintendo;0.37;0.14;0.17;0.01;0.7;73.0;8.0;7.5;39.0;Nintendo;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
542;Harry Potter and the Chamber of Secrets;PS2;2002;Action;Electronic Arts;0.9;1.22;0.04;0.44;2.61;71.0;16.0;7.6;49.0;Electronic Arts;E;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
545;The Last Remnant;X360;2008;Role-Playing;Square Enix;0.25;0.2;0.18;0.06;0.68;66.0;49.0;6.9;122.0;Square Enix;M;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
546;Iron Man;PS3;2008;Action;Sega;0.32;0.25;0.0;0.11;0.68;42.0;27.0;6.2;45.0;Secret Level;T;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;T
547;Wolfenstein: The New Order;PS4;2014;Shooter;Bethesda Softworks;0.47;0.8;0.03;0.24;1.55;79.0;73.0;8.1;1116.0;MachineGames;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
548;Return to Castle Wolfenstein: Tides of War;XB;2003;Shooter;Activision;0.49;0.16;0.0;0.02;0.67;84.0;38.0;8.8;33.0;Nerve Software;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
549;RIFT;PC;2011;Role-Playing;Unknown;0.44;0.16;0.0;0.07;0.67;84.0;59.0;7.3;561.0;Trion Worlds;T;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
550;Mass Effect;X360;2007;Role-Playing;Microsoft Game Studios;1.83;0.79;0.03;0.27;2.91;91.0;74.0;8.7;1692.0;BioWare;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
552;The Evil Within;PS4;2014;Action;Bethesda Softworks;0.55;0.86;0.11;0.27;1.79;75.0;65.0;7.3;1223.0;Tango Gameworks;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;M
556;Street Fighter Anniversary Collection;PS2;2004;Fighting;Capcom;0.32;0.25;0.0;0.08;0.66;78.0;30.0;8.7;20.0;Capcom;T;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
557;Fist of the North Star: Ken's Rage;PS3;2010;Action;Ubisoft Annecy;0.06;0.03;0.55;0.01;0.66;60.0;30.0;6.9;29.0;Koei, Omega Force;M;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
558;Radiata Stories;PS2;2005;Role-Playing;Square Enix;0.18;0.14;0.29;0.05;0.65;74.0;36.0;9.0;54.0;Tri-Ace;T;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
560;Mortal Kombat;PS3;2011;Fighting;Warner Bros. Interactive Entertainment;1.98;0.53;0.0;0.34;2.84;84.0;60.0;8.4;494.0;NetherRealm Studios;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
561;Harry Potter and the Goblet of Fire;PS2;2005;Action;Electronic Arts;0.54;0.02;0.0;0.09;0.65;68.0;29.0;6.7;48.0;Electronic Arts;E10+;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
562;God of War III;PS3;2010;Action;Sony Computer Entertainment;2.74;1.33;0.12;0.61;4.8;92.0;101.0;8.7;2633.0;SCE Santa Monica;M;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
563;Borderlands 2;X360;2012;Shooter;Take-Two Interactive;1.89;0.88;0.04;0.25;3.05;89.0;59.0;8.2;892.0;Gearbox Software;M;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;M
564;Harry Potter and the Half-Blood Prince;Wii;2009;Action;Electronic Arts;0.28;0.39;0.0;0.08;0.75;60.0;35.0;6.0;8.0;EA Bright Light;E10+;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
565;Drawn to Life: The Next Chapter;Wii;2009;Puzzle;THQ;0.28;0.39;0.0;0.08;0.75;58.0;22.0;6.0;8.0;Planet Moon Studios;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
566;James Bond 007: Everything or Nothing;PS2;2004;Shooter;Electronic Arts;0.85;1.06;0.09;0.32;2.31;84.0;42.0;9.1;51.0;EA Redwood Shores;T;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
571;Onimusha: Dawn of Dreams;PS2;2006;Action;Capcom;0.15;0.12;0.34;0.04;0.64;81.0;45.0;8.9;62.0;Capcom;M;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
572;Real Heroes: Firefighter;Wii;2009;Action;Rondomedia;0.56;0.04;0.0;0.05;0.64;67.0;18.0;8.2;10.0;Epicenter Studios;E10+;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;ET
575;The Crew;PS4;2014;Racing;Ubisoft;0.35;1.08;0.03;0.26;1.72;61.0;60.0;5.4;575.0;Ubisoft Reflections, Ivory Tower;T;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
577;Madden NFL 2001;PS;2000;Sports;Electronic Arts;1.58;0.05;0.0;0.04;1.67;90.0;14.0;6.8;4.0;EA Sports;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
578;Evolve;PS4;2015;Shooter;Take-Two Interactive;0.36;0.41;0.05;0.15;0.96;76.0;46.0;4.3;894.0;Turtle Rock Studios;M;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
579;NASCAR 06: Total Team Control;PS2;2005;Racing;Electronic Arts;0.53;0.02;0.0;0.09;0.63;78.0;18.0;7.7;18.0;EA Sports;E;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
581;Iron Man;PS3;2008;Action;Sega;0.32;0.25;0.0;0.11;0.68;42.0;27.0;6.2;45.0;Secret Level;T;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;T
582;Wolfenstein;PS3;2009;Shooter;Activision;0.25;0.27;0.0;0.11;0.63;71.0;58.0;7.4;77.0;id Software, Raven Software;M;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
583;Shin Megami Tensei: Persona 3 FES;PS2;2007;Role-Playing;Tecmo Koei;0.22;0.2;0.16;0.05;0.63;89.0;25.0;8.3;296.0;Atlus Co.;M;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
584;Okami;PS2;2006;Action;Capcom;0.11;0.03;0.15;0.34;0.63;93.0;69.0;9.3;327.0;Clover Studio;T;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;T
585;Shin Megami Tensei: Persona 3 Portable;PSP;2009;Role-Playing;Ghostlight;0.18;0.06;0.34;0.05;0.63;89.0;40.0;8.3;317.0;Atlus;M;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;M
586;NHL 2001;PS2;2000;Sports;Electronic Arts;0.47;0.37;0.0;0.12;0.96;85.0;22.0;8.1;9.0;EA Sports;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;ET
587;Ghostbusters: The Video Game;Wii;2009;Action;Atari;0.59;0.2;0.0;0.07;0.86;76.0;29.0;8.5;28.0;Red Fly Studio;E10+;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;T
589;Tak 2: The Staff of Dreams;PS2;2004;Platform;THQ;0.3;0.24;0.0;0.08;0.62;71.0;31.0;8.0;10.0;Avalanche Software;E;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
591;Mafia III;PS4;2016;Action;Take-Two Interactive;0.42;1.08;0.03;0.28;1.81;68.0;66.0;5.1;1147.0;Hangar 13;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;M
594;Harry Potter and the Half-Blood Prince;Wii;2009;Action;Electronic Arts;0.28;0.39;0.0;0.08;0.75;60.0;35.0;6.0;8.0;EA Bright Light;E10+;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
595;NieR;PS3;2010;Role-Playing;Square Enix;0.17;0.18;0.2;0.07;0.61;68.0;58.0;8.4;263.0;Cavia Inc.;M;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;M
597;NFL Fever 2003;XB;2002;Sports;Microsoft Game Studios;0.46;0.13;0.0;0.02;0.61;72.0;25.0;8.6;12.0;Microsoft Game Studios;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
598;Scribblenauts: Unlimited;3DS;2012;Action;Warner Bros. Interactive Entertainment;0.56;0.01;0.0;0.05;0.61;73.0;13.0;7.4;21.0;5TH Cell;E10+;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
600;Vanquish;PS3;2010;Shooter;Sega;0.21;0.21;0.11;0.08;0.61;84.0;61.0;8.1;304.0;PlatinumGames;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
601;Half-Life 2;PC;2004;Shooter;Vivendi Games;2.28;0.02;0.08;0.0;2.37;96.0;81.0;9.1;8665.0;Valve Software;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
602;Madden NFL 2003;PS2;2002;Sports;Electronic Arts;3.36;0.21;0.01;0.56;4.14;95.0;25.0;7.7;65.0;EA Sports;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
603;Harry Potter and the Goblet of Fire;PS2;2005;Action;Electronic Arts;0.54;0.02;0.0;0.09;0.65;68.0;29.0;6.7;48.0;Electronic Arts;E10+;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
604;Madden NFL 2002;PS2;2001;Sports;Electronic Arts;2.5;0.16;0.01;0.42;3.08;94.0;23.0;7.9;46.0;EA Sports;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
606;Backyard Wrestling: Don't Try This at Home;PS2;2003;Fighting;Eidos Interactive;0.3;0.23;0.0;0.08;0.6;51.0;24.0;7.8;29.0;Paradox Development;M;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;T
607;Half-Life;PC;1997;Shooter;Vivendi Games;4.03;0.0;0.09;0.0;4.12;96.0;24.0;9.1;3161.0;Valve Software;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
609;Okami;PS2;2006;Action;Capcom;0.11;0.03;0.15;0.34;0.63;93.0;69.0;9.3;327.0;Clover Studio;T;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;T
611;LEGO The Hobbit;PS4;2014;Action;Warner Bros. Interactive Entertainment;0.13;0.38;0.0;0.09;0.6;72.0;47.0;6.6;88.0;TT Games;E10+;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
614;Yakuza 5;PS3;2012;Action;Sega;0.0;0.0;0.59;0.0;0.59;83.0;34.0;8.5;180.0;Ryu ga Gotoku Studios;M;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;M
616;Iron Man;PS3;2008;Action;Sega;0.32;0.25;0.0;0.11;0.68;42.0;27.0;6.2;45.0;Secret Level;T;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;T
618;SoulCalibur V;PS3;2012;Fighting;Namco Bandai Games;0.35;0.23;0.07;0.09;0.75;81.0;53.0;6.7;150.0;Project Soul;T;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;T
621;Call of Duty: Black Ops;X360;2010;Shooter;Activision;9.7;3.68;0.11;1.13;14.61;87.0;89.0;6.3;1454.0;Treyarch;M;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;M
624;Kinect Rush: A Disney Pixar Adventure;X360;2012;Adventure;Microsoft Game Studios;0.38;0.15;0.0;0.05;0.58;68.0;31.0;5.1;15.0;Asobo Studio;E;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
626;Madden NFL 2002;PS2;2001;Sports;Electronic Arts;2.5;0.16;0.01;0.42;3.08;94.0;23.0;7.9;46.0;EA Sports;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
627;Phineas and Ferb: Across the 2nd Dimension;Wii;2011;Action;Disney Interactive Studios;0.35;0.18;0.0;0.05;0.57;76.0;4.0;8.3;6.0;High Impact Games;E10+;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
629;Iron Man;PS3;2008;Action;Sega;0.32;0.25;0.0;0.11;0.68;42.0;27.0;6.2;45.0;Secret Level;T;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;T
631;Defiance;X360;2013;Shooter;Trion Worlds;0.38;0.14;0.0;0.05;0.57;60.0;27.0;7.2;249.0;Trion Worlds;M;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;M
633;SpongeBob SquarePants: Battle for Bikini Bottom;PS2;2003;Platform;THQ;1.08;0.45;0.0;0.14;1.67;71.0;9.0;9.0;85.0;Heavy Iron Studios;E;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ET
634;XIII;PS2;2003;Shooter;Ubisoft;0.28;0.22;0.0;0.07;0.57;73.0;37.0;8.6;35.0;Ubisoft Paris;M;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
638;Resident Evil 2;PS;1998;Action;Virgin Interactive;1.88;1.47;2.02;0.45;5.82;89.0;13.0;9.2;364.0;Capcom;M;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
639;Wolfenstein;PS3;2009;Shooter;Activision;0.25;0.27;0.0;0.11;0.63;71.0;58.0;7.4;77.0;id Software, Raven Software;M;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;M
640;MX 2002 Featuring Ricky Carmichael;PS2;2001;Racing;THQ;0.27;0.21;0.0;0.07;0.56;76.0;17.0;8.3;9.0;Pacific Coast Power & Light;E;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
641;God of War: Origins Collection;PS3;2011;Action;Sony Computer Entertainment;0.39;0.08;0.02;0.06;0.55;84.0;58.0;8.4;208.0;Ready at Dawn;M;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;M
643;Mega Man Zero;GBA;2002;Platform;Capcom;0.22;0.08;0.24;0.01;0.55;82.0;17.0;8.9;31.0;Inti;E;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
645;Assassin's Creed II;PS3;2009;Action;Ubisoft;2.54;1.93;0.21;0.86;5.55;91.0;70.0;8.6;1202.0;Ubisoft Montreal;M;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;M
646;Jak X: Combat Racing;PS2;2005;Racing;Sony Computer Entertainment;0.45;0.02;0.0;0.07;0.55;76.0;46.0;7.7;63.0;Naughty Dog;T;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;T
647;Red Dead Revolver;PS2;2004;Shooter;Take-Two Interactive;0.71;0.55;0.0;0.19;1.45;73.0;42.0;7.8;70.0;Rockstar San Diego;M;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;E
648;Viva Pinata: Pocket Paradise;DS;2008;Simulation;THQ;0.26;0.23;0.0;0.06;0.55;82.0;34.0;7.1;15.0;Rare Ltd.;E;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
650;Iron Man;PS3;2008;Action;Sega;0.32;0.25;0.0;0.11;0.68;42.0;27.0;6.2;45.0;Secret Level;T;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;T
652;F.E.A.R.;PS3;2007;Shooter;Vivendi Games;0.18;0.26;0.0;0.1;0.54;72.0;31.0;7.4;64.0;Day 1 Studios;M;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;M
654;Fire Emblem: Path of Radiance;GC;2005;Action;Nintendo;0.29;0.08;0.16;0.01;0.54;85.0;42.0;8.9;141.0;Intelligent Systems;T;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
656;Phineas and Ferb: Across the 2nd Dimension;Wii;2011;Action;Disney Interactive Studios;0.35;0.18;0.0;0.05;0.57;76.0;4.0;8.3;6.0;High Impact Games;E10+;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;E
657;The Hobbit;PS2;2003;Platform;Vivendi Games;0.26;0.2;0.0;0.07;0.54;59.0;17.0;8.6;14.0;Inevitable Entertainment;E;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
658;Harry Potter and the Deathly Hallows - Part 1;Wii;2010;Action;Electronic Arts;0.22;0.27;0.0;0.05;0.54;41.0;8.0;5.0;11.0;Electronic Arts;T;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;M
659;Summer Sports: Paradise Island;Wii;2008;Sports;Ubisoft;0.48;0.01;0.0;0.04;0.53;46.0;7.0;4.6;7.0;Destineer;E;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;T
